853,-2x/-2 = -7/-2
855,y = -8*-10
857,4 = -8+(y/-7)
858,6/9*D = 210
862,m = j+3
864,7+z*(c+q)-7 = s+g-7
865,50+60D = 395
866,y*j+z*u-g*x = j*c
867,0.35d = 0
870,0-2y = 9
872,R6C3
876,-6y/-6 = 9/-6
878,-8/y*y = -3y
881,m/q = x
883,-3 = x*c
884,5000R = 350
885,2z = k-c
887,-8.3x = -2.79-8.79
891,-6/5 = 5y/5
893,-5x = -3/x*x
896,-z/-1 = r/-1
898,-1x+(-50x)+80-80 = 1-80
900,(4y+5r+9s)/2 = 2v/2
901,75+25S = 40S
906,-8+x-(-8) = 9-(-8)
907,30 = -6.79+0.27C
908,-32 = x/-8*-8
910,1.8C = 631
911,-m = s-2
913,m*(y+u)/m = c/m
916,-185+35C = 0
917,a*x+b*y = c
923,(8?sqrt(8^2-4*7*1))/(2*7) = x
926,x = -2-2
928,-7x-1 = 8
930,7500+155V = 92440
931,-5.1+2.1 = 3.1x-2.1+2.1
933,s/d*d = (f-c)*d
935,a*h-7g+7g = q*k+7g
937,35.57y+(-34.54) = 33.93
938,625000-259000/7*Y = 0
941,0/8 = 8x/8
942,N*10.5 = 2200
943,-6y/-6 = -3/-6
946,34.3+27.8 = -18x-27.8+27.8
948,(y-3)/m+7 = x-7+7
949,N-30 = 680/7
950,n*(t-z) = c*j+h*r
952,1.5x+1.06 = 0x
955,3000-120X = 1500
958,5x^2+6x+1 = 0
961,row1-D-y
965,-940.79-671.83(x-239.83) = -143.69+645.36x*(-562/(363x)+852.66)
973,6+x-6 = -9-6
975,-9-3x+9 = 10+9
977,0.99-0.05X = 0.44
980,(y-3)/m = x-7
983,-120X = -602
984,246.98y = -11148.9
985,2X = 36
991,(-1000-sqrt(1000^2-4*-16*50))/(2*-16) = x
993,3*1/x*(y^2)
997,x = 9-5
999,-5/x*x = -5x
1004,-6/3 = 3y/3
1006,-17*7 = y/7*7
1009,r1R1
1015,-64.07y-833.41 = -2083.98
1020,x^2+7x+10
1023,(-6-sqrt(36))/6 = x
1027,4.8Y+387 = 450
1032,-3*6 = y/6*6
1033,0.5S+3 = 23.5
1034,2/3 = 9y/9
1041,row1-N-c-z
1043,6u-r*u-r*w-6u = x*s-6u
1044,3C = 630
1045,9x-2 = -8x-4+4
1048,-1 = -y/-1
1049,-33-1.5J = -60
1050,-8 = 1x
1055,9 = 5x+4*-6x+4*-4
1057,y*j2R1
1063,-10y/-10 = 0/-10
1065,-2/4 = 4y/4
1070,-495y-2160-50y = 30
1075,5/x = 9
1078,s = g*-1
1080,-44y-25+25 = 3+25
1083,-y/-1 = -1/-1
1085,-40 = (y/-5-2)*-5
1090,row1-N-v
1092,-d*w+w*g = f*h-w*g-b*c+w*g
1094,Point 1.2
1095,x = 8+10
1099,-5*-3 = x/-3*-3
1101,row3-N--6x/x
1106,-46 = -33(2x+31)-47x
1108,row1-D-h
1115,3x^2+17x+10
1116,-10/2 = x
1120,-7*8 = x/8*8
1124,25A+2000 = 0
1125,b*j/b = x/b
1127,5Y-27+27 = -1+27
1129,(4y+5r+9s)/2 = 2V/2
1131,-543.01y = 9787.04
1138,-355.5+31 = x
1139,3.5+0.75T = 32.75
1140,4/y*y = -10y
1145,x+t-t = b/k-t
1146,M-30 = 2830/7
1147,q*(-t-v) = w*r-6t
1149,9.46x/9.46 = -11.74/9.46
1160,8*6 = x/6*6
1162,-2x/-2 = 7/-2
1164,2*9 = y/9*9
1166,8x/8 = -10/8
1168,-8y = 1
1171,3+j-3 = x-3
1173,3/q*q = -5j*q
1174,(X-200)/5 = 160
1175,y*j+z*u = j*c+g*x
1177,-2.38y-6.63+2.38y = -8.69+2.71y+2.38y
1181,-2*8 = y/8*8
1182,-28-3.5G = -84
1183,-8 = -9/x
1188,8 = -y
1190,-3y = -8
1192,-4050000L = -500000000
1193,-10.5Y/-10.5 = 8/-10.5
1195,(j*t+j*-w)/j*j = b/j*j
1196,D-100000 = 3333333.33333333
1197,A = b*h/2
1207,-10 = -y
1209,9 = x/6+0
1212,6.6 = 7.4x+x
1215,5 = -y
1217,y = 16(-17-26)
1218,6/500*D = 600
1220,2 = -3/y
1222,2y/2 = -3/2
1224,-3 = 1y
1226,-10/x*x = 7x
1228,10 = -6x
1230,-4/7 = 7y/7
1232,10x = -5/x*x
1234,pm-r-num-node
1240,10x = -5x/x
1244,10x/10 = -5/10
1252,6x/6 = 6/6
1260,-8/-2 = -2y/-2
1263,Add Point
1268,3/5*D = 1200000
1274,-5 = 50y-5*-32+47y
1276,2a = b*h*2/(2*1)
1278,5x+b*y-5x = 9-5x
1280,YIntercept1
1284,FQTryAgainButton
1287,y = -(-6)
1288,-8M = 1450
1289,-6 = y/-9-6
1290,2/25*P = 10
1292,3 = -25.1y
1294,n*b*u+n*b*q-n*b*u = c*w-n*b*u
1295,1/5*(A-200) = 575
1296,r*(-u-w)/(-u-w) = (x*s-6u)/(-u-w)
1297,-9A = -256
1298,-116.97 = 19.98x
1303,-x/6*-6 = -42
1304,0.72D = 967.5
1305,-2-1 = -10x
1307,1.8B = 243
1308,-30.6y/-30.6 = 48.2/-30.6
1310,y/(-t) = -t*x/(-t)
1312,(c*j-n*q)/(-w-s) = u*(-w-s)/(-w-s)
1316,x = 29.7*23
1318,-3/3 = 3y/3
1325,(8y-3)*y = n+r
1333,a-factor-node
1336,row3-D-constant factors
1340,78.24x-1946.6112-8.76 = -1.5+25.95x*(25/(49x)-84.01)
1345,ALGEBRAIC-TRANSFORMATIONS-a
1348,y+6-6 = 1
1350,4y = -2/y*y
1353,-n = t-2
1355,b*q = (c*w-n*b*u)/n
1358,15H = 75
1359,0.47y = 2.77y+19.17
1366,x = 6*-6
1368,-y = 4*8
1370,20P = 12720
1373,q*c*(v+r) = d*x
1374,P-12 = 7
1377,-7/-1 = -x/-1
1378,0.19X = 19.65
1379,2 = -9y
1384,row1-D-m
1386,z*u = 16n-z*g+n*j
1388,a*x/x = (c-b*y)/x
1391,125000 = 110X
1398,-1/-1 = -y/-1
1400,-2-8x = 1
1402,-200A-2500 = -12000
1403,z-c = y
1405,-27(17y-46)-20y = 29
1407,INNERu1
1409,5089.54-384.84y = -8002.54+826.09y
1415,2x+1 = 0
1416,(-2000?sqrt(2000^2-4*-16*-40000))/(2*-16) = a
1419,19958.8A+79835.2 = 0
1421,725 = 9A
1422,-281023.1058x = -345304.97651771
1430,7(8+2)
1432,6*12
1434,42+5
1436,30+1
1438,3+8*1
1442,12*10
1444,(1+5)*3
1446,6+7*2
1448,8y/8 = -5/8
1450,-x/-1 = 1/-1
1452,-y/-1 = 1/-1
1454,-7 = -x
1456,-2 = -x
1458,0-1 = 1-3x-1
1460,3.75L = 350
1463,y+1-1 = 4
1465,10/y = -6
1468,-8.2y-y = -5.3
1470,5(-7x-1)-8x = -6
1473,25A = 87.5
1474,10.24x = -6.94
1476,XCoordinate1_1
1484,-119.21+1.75A = 0
1487,-1934.87459459 = 19.6463y
1499,3A = 33
1505,0 = -7+x
1507,-7 = -7x
1508,2/300*H = 10
1512,h*m+3h+b = (a/h)*(h/1)
1516,y-m*x = m*x+b-m*x
1517,15I+495 = 720
1520,-9 = 4y
1522,x = -9(-5+8)
1525,36-4.4*6 = y
1529,-3 = 4x
1530,-1375-9F = -2068
1531,3/y*y = 9y
1533,0.5T = 15
1536,y+10 = -4
1538,x/-7+1-1 = 0-1
1541,10.7y/10.7 = -93/10.7
1543,n1R1
1545,4x+5q+9n = 2u
1547,356.58y-3430.37-370.76y = -6702.01
1551,4 = x+10
1553,5+(x/-7)-5 = -7-5
1556,t = u-s
1558,-23y = -30
1561,S+45 = 602
1564,-x/-1 = 2/-1
1566,7/y*y = 5y
1568,0.99-0.05H = 0.44
1569,y = x+b
1571,12y+8y = 12
1580,row2-1-term0
1581,(-6-sqrt(36-32))/16 = x
1582,(-1000?sqrt(1000^2-4*-16*-1950))/(2*-16) = s
1584,(2x^4)/2
1588,-5-9 = x+9-9
1590,x+30-30 = -90-30
1593,x2R1
1597,a*h-7g = q*k
1599,0 = -3.51y+8.82+7.13y
1600,-3T = -19
1605,-4 = -2y
1610,9y/9 = 1/9
1611,15+0.9K = 442.5
1612,9 = 3x
1618,x = -6-1
1619,475.25 = -100+0.75S
1620,11/6 = -6x/-6
1621,6/500*G = 600
1623,-24/36 = 36x/36
1625,t/n = 10
1627,z*1 = -u*y
1628,13.5G = 2040
1630,25H = 87.5
1631,-8.21+8.75x+3.55 = 8.56x
1635,x = -7+3
1638,y+5-5 = 6-5
1640,2/y*y = -3y
1645,-8y = -9-8+8
1647,-2/y*y = -1y
1652,row3-D-m
1654,n*t-h*r-c*j = c*j+z*n-c*j
1656,-86.66x+22.2-57.23x = -11.92+57.23x-57.23x
1657,-4000M/3 = -21000
1666,-119.21+1.75H = -119.21
1669,-1 = 8y
1671,-10 = x/-9
1674,z*c = 34
1678,w*(m*j+j) = x*j
1680,b*y = 9-5x
1685,0.5H = 4
1686,2*6 = y/6*6
1689,-4.4 = -6.2y
1691,-49-1024 = -819x+1024-1024
1693,(b*c-f*h)/(-g+d) = w*(-g+d)/(-g+d)
1694,0.75F = 90
1696,-210-150/30*X = 0
1699,x = 35.1+44*50
1704,k-3 = h
1706,q*c*r = d*x-q*c*v
1708,6u-r*u-6u = x*s+r*w-6u
1710,7.61x+0.35-0.35 = -9.74-0.35
1723,-232.61278519-632362.632x = 327.97-425.76(x-242.71)
1726,3+x = -1
1728,y/-3+2 = -8
1731,-18.1x/-18.1 = -3.7/-18.1
1733,6-756 = 129y
1735,x*(-z+s)/(-z+s) = (t*n+c*h)/(-z+s)
1736,-5M = -100
1746,30.6+7 = x
1748,6x/6 = -7/6
1749,1/6*A = 700
1751,2-n+n = t+n
1753,7z = b-8
1755,(m+n)/r = b
1762,-2.5c = 35
1763,-6 = -2+y/3
1767,y-1+1 = -6+1
1769,-y = 6
1770,2/3*X = 7000
1772,7.1 = -y-1.5+1.5
1774,2/(y-u) = (y-u)*s/(y-u)
1776,r*u1R1
1778,-746.36y+1827.66-721.41y = -4727.07
1781,-3 = 8x
1782,-7T = 1550
1783,3 = 6/y
1788,h = (z-2)*b
1790,z*u-g*x = j*(c-y)
1792,63.54y = -17.2y+191.66
1799,3 = 5x
1801,-1 = -8/x
1804,13.4y/13.4 = 32.1/13.4
1808,y*j-j*c = g*x-z*u
1809,210-5R = 110
1810,-2.77x-4.75 = -6.64x+5.81
1813,3056890000-15000000R = 2085000000+5550000R
1818,-5x = 4
1820,-5 = 4y+2
1823,8/10 = 10x/10
1824,2+1.5K = 54.5
1825,-9/5 = -5y/-5
1827,6.44S = 2175
1828,-m*-1 = (s-2)*-1
1833,7*10
1836,8+x-8 = 9-8
1837,-305j = 28
1838,-8/y*y = -6y
1840,-200C = -9500
1845,c*h1R1
1847,-4.99y-7.09 = 6.05
1862,267057.661+379.45y = 2898.26383812-645904.1512y
1868,-15 = 6+x-6
1872,525+5P = 1500
1875,-26y-21+21 = -9+21
1876,A-200 = 800
1877,row2j
1879,-334.9x-27.59x = 27.59x-2414.96-27.59x
1886,2F = 3000
1887,15H = 3.75
1890,-k/t*t = c*t
1892,row1-N-w*m*j+w*j
1894,-3.46-2.98y = -6.83+4.71y
1895,51+7H = 72
1899,2x^2+9x
1900,-9.54400375/2 = x
1909,x-7 = 6
1911,-4y-1 = 0
1916,-1 = 10+x
1917,-1225-(12M) = 0
1918,y/-3 = 3+6
1921,-42/21 = 21x/21
1923,-3/w = w*b/w
1926,0.1X = 125+0.05X
1931,x^2+6x+5
1935,3x = 2
1937,-100+4X = -50
1938,m/q*q = x*q
1946,x = 5*40-43*40
1949,6/9*W = 210
1953,-3/-1 = -y/-1
1955,-2/6 = x
1959,-6/-1 = -x/-1
1961,y/-3 = 5
1966,y = -2+8
1968,8-(-6) = y/2-6-(-6)
1971,2-n-2 = t-2
1973,t/(-g) = -g*k/(-g)
1975,INNERz2
1979,-7+y = 3
1986,5*4 = x/4*4
1988,8/y*y = -6y
1989,6/9*M = 210
1995,-17*7 = y
1998,n/r*r = y*r
2000,j*n = b-c-j*3
2002,j*j*w*(m+1)/j = x*j
2007,15 = y-10+10
2009,-1x = 10
2011,2000+25T = 4750
2014,q*c*(v+r)/(q*c) = d*x/(q*c)
2016,m*s-g*q-b*h = y*m
2023,x = -5*6
2024,-14-H = -40
2025,-384 = x*8/8*8
2028,y = 1-8
2029,0.85I+10 = 180
2030,x/-2*-2 = -10*-2
2033,-6.7 = -8.6y
2037,y = 1176+45
2039,6x+9-9 = -2-9
2042,39.2x+0.1-0.1 = -6.4-0.1
2044,(b+r*(x+y))/r = (v-s)/r
2048,x = 6/6
2050,7-4x = -7
2051,2D/3 = 7000
2053,b = (x-y)/-1
2057,(3+4)*4 = x
2059,-7*-5 = y/-5*-5
2061,-4050000D-2500000000 = 0
2064,b+r*y-b = v-s-r*x-b
2066,-x*z-c*h = -x*s+t*n
2068,-1.73x = -10.75
2069,200Y = 6800
2074,5 = x-8
2076,3/-2 = -2y/-2
2079,y-b-y = x-y
2081,7+y*b+y*n = r+f
2088,x-1+1 = -4+1
2090,-1 = -7/y
2093,2-m+m = s+m
2095,c1R1
2097,2y+b = j
2100,-2X = -125
2107,-2 = 4x+4
2112,7r+y-y = b-y
2116,-5M = 210
2119,-8 = -y
2121,-8x/-8 = -6/-8
2124,5+7.8 = -4.4y-7.8+7.8
2128,b*c-d*w+w*g = f*h-w*g+w*g
2132,3000+40S = 4000
2135,-4/16 = x
2136,R10C2
2138,(4(x^6)(y^2))/((x^4)(y^5))
2142,y = -2+9
2143,0.85C = 170
2144,2+(x/-6)-2 = -2-2
2149,10 = (4x+5)/10
2151,k*(-m-s)/(-m-s) = (n*t-h*q)/(-m-s)
2158,2/-7 = -7x/-7
2160,6x = -2/x*x
2163,-1 = -0.5x
2165,-j*w/j*j = (b-j*t)/j*j
2175,1x = -7/x*x
2182,10 = -y*-1
2184,-9y/-9 = 4/-9
2189,c+q = (s+g-7)/z
2191,row3-N-j
2193,2.79x = 19.98
2195,Formula 1 Point 1
2198,8x^2+3x
2199,x-7 = 0
2202,x-2 = -6
2203,1.5M+2 = 54.5
2204,y/5 = -10
2207,gR2
2210,60H+50 = 395
2211,(w*m*j+w*j)*j/j = x*j
2218,x = -5
2227,-4 = y-2
2229,5 = x/3
2234,u*z+3 = 52
2236,-r*u-r*w = x*s-6u
2237,210-5M = 82+3M
2241,4x/4 = -3/4
2243,-4-(-7) = -7+y/6-(-7)
2246,k-d+d = z+d
2248,b+n-b = (r+f-7)/y-b
2254,-x*-1 = 5*-1
2255,M*0.23-7.87 = 25
2256,y/9+4 = 1
2259,-10.5/8.4 = 8.4x/8.4
2261,-8 = 19y-36
2262,7(M-30) = 2830
2263,(n+q)/s = c
2264,0.21M = 325
2268,-2*9 = x/9*9
2270,-2y/-2 = -3
2273,5.8 = -0.3-4.5x
2275,-6x+48-6x = 2
2277,c*j+s*u = n*q-w*u
2282,-9y*-5 = -5*-5
2284,-2/y*y = -10y
2289,-3/b*b = w*b
2291,(v*k*h+v*h)/h = w
2301,y-5 = -4
2303,x/-8*-8 = 14*-8
2304,3/4*J = 75000
2308,n+3 = (b-c)/j
2311,137H = 257
2317,-5y = -6
2319,6+7 = y/-2
2320,2P = 250
2322,-g = -b
2324,z*y*1/y*1 = -u*y
2326,d*w1R1
2328,-47.75x+32.27 = -85.77
2329,-63000 = -4000X
2333,(x+5)(x+8)
2336,x/3 = 5
2338,-7+(y/-9) = 7
2343,row1-D-t
2344,0.25(H+56) = 55
2347,-11.48 = -0.23y
2349,7*0-4y = 15
2350,-90H = -3500+60H
2353,(3-3)/8 = x
2355,(3(x^3)(y^6))(2y^4)
2360,-6*9 = y/9*9
2365,-0.1x = 6.4
2371,-2571.09-510.12x = -7019.65
2375,-y/-1 = 4/-1
2377,-8 = 4-1y
2382,7 = x-4+4
2384,-7/x*x = 4x
2385,P*2/25 = 10
2386,3.75M = 750
2387,-34.8-32.8 = -15.4y+32.8-32.8
2389,-k = c*t
2390,56488+C*2456 = 85960
2393,10 = y/5*5
2395,7x = 2
2398,-62.7y+4.8-4.8 = 23.2
2402,j*c1R1
2403,85H = 935
2404,0.83/-0.82 = -0.82y/-0.82
2408,y+9 = -3
2413,-9 = 5x
2414,1/6*Q = 700
2415,6.44B = 2175
2416,5.2 = 8.3y-7.6+7.6
2418,n*j+56 = r
2419,1470+7(H-30) = 2150
2420,j*(w*m+w) = x*j
2422,430.42y = -701.75y+3259.5-5028.05
2425,300D = 17385
2428,x/8*8 = -1*8
2430,5x/5 = 3/5
2437,6h/6 = (c*g+8z+2j)/6
2439,-1130.63x = 8477.4
2442,-22000M = -450000
2449,-2 = -3+y+3
2450,-8-c = 16
2451,y/-3 = 7
2460,-68.15y = 20.88-35.34y+27.7
2464,9(7-6.7) = y
2466,-6-5y = -3
2467,B/5 = 40
2468,-100+4S = -50
2471,row3-N-c
2472,13.5G-540 = 4158
2475,314.02y = 2267.42-896.63y
2479,-5*-3 = x
2480,X*0.21-5.26 = 15.74
2483,7 = x-6
2485,-4/-1 = -x/-1
2488,y = 8/2
2492,-6/-8 = x
2494,-x = -96
2497,z-c-z = y-z
2501,17 = y-7+7
2503,5y = 9
2508,d/q = q*n/q
2510,c*j+s*u+w*u = n*q-w*u+w*u
2512,-6y = 17-4x
2517,-7-(-3) = -3+y-(-3)
2518,32.87 = Y*0.23
2519,-7-5 = 5+(y/-9)-5
2522,-m/-1 = (s-2)/-1
2524,-w = b/j-t
2526,4y+5r = 2v-9s
2528,-119.13/-43.13 = -43.13x/-43.13
2534,1*8 = x
2537,3G/250 = 600
2539,n = (t-2)/-1
2541,h*m+b-b = a-h*3-b
2543,4x+5q = 2u-9n
2544,2.5G = 1342.5
2545,4y/4 = (0-x)/4
